Date-Time-Start; Date-Time-End; Gebäude 211 Kabel 1-3 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-10-13 18:15:00; 2016-10-13 18:30:00; 2.080000; 2.080000; 12543.704400; 12543.704400; 0
2016-10-13 18:30:00; 2016-10-13 18:45:00; 2.080000; 2.080000; 12543.707000; 12543.707000; 0
2016-10-13 18:45:00; 2016-10-13 19:00:00; 2.240000; 2.240000; 12543.709600; 12543.709600; 0
2016-10-13 19:00:00; 2016-10-13 19:15:00; 2.080000; 2.080000; 12543.712400; 12543.712400; 0
2016-10-13 19:15:00; 2016-10-13 19:30:00; 2.400000; 2.400000; 12543.715000; 12543.715000; 0
2016-10-13 19:30:00; 2016-10-13 19:45:00; 2.240000; 2.240000; 12543.718000; 12543.718000; 0
2016-10-13 19:45:00; 2016-10-13 20:00:00; 2.240000; 2.240000; 12543.720800; 12543.720800; 0
2016-10-13 20:00:00; 2016-10-13 20:15:00; 2.400000; 2.400000; 12543.723600; 12543.723600; 0
2016-10-13 20:15:00; 2016-10-13 20:30:00; 2.240000; 2.240000; 12543.726600; 12543.726600; 0
2016-10-13 20:30:00; 2016-10-13 20:45:00; 2.240000; 2.240000; 12543.729400; 12543.729400; 0
2016-10-13 20:45:00; 2016-10-13 21:00:00; 2.240000; 2.240000; 12543.732200; 12543.732200; 0
2016-10-13 21:00:00; 2016-10-13 21:15:00; 2.400000; 2.400000; 12543.735000; 12543.735000; 0
2016-10-13 21:15:00; 2016-10-13 21:30:00; 2.400000; 2.400000; 12543.738000; 12543.738000; 0
2016-10-13 21:30:00; 2016-10-13 21:45:00; 2.240000; 2.240000; 12543.741000; 12543.741000; 0
2016-10-13 21:45:00; 2016-10-13 22:00:00; 2.400000; 2.400000; 12543.743800; 12543.743800; 0
2016-10-13 22:00:00; 2016-10-13 22:15:00; 2.240000; 2.240000; 12543.746800; 12543.746800; 0
2016-10-13 22:15:00; 2016-10-13 22:30:00; 2.400000; 2.400000; 12543.749600; 12543.749600; 0
2016-10-13 22:30:00; 2016-10-13 22:45:00; 2.720000; 2.720000; 12543.752600; 12543.752600; 0
2016-10-13 22:45:00; 2016-10-13 23:00:00; 2.240000; 2.240000; 12543.756000; 12543.756000; 0
2016-10-13 23:00:00; 2016-10-13 23:15:00; 2.400000; 2.400000; 12543.758800; 12543.758800; 0
2016-10-13 23:15:00; 2016-10-13 23:30:00; 2.240000; 2.240000; 12543.761800; 12543.761800; 0
2016-10-13 23:30:00; 2016-10-13 23:45:00; 2.560000; 2.560000; 12543.764600; 12543.764600; 0
2016-10-13 23:45:00; 2016-10-14 00:00:00; 2.240000; 2.240000; 12543.767800; 12543.767800; 0
2016-10-14 00:00:00; 2016-10-14 00:15:00; 2.400000; 2.400000; 12543.770600; 12543.770600; 0
2016-10-14 00:15:00; 2016-10-14 00:30:00; 2.240000; 2.240000; 12543.773600; 12543.773600; 0
2016-10-14 00:30:00; 2016-10-14 00:45:00; 2.240000; 2.240000; 12543.776400; 12543.776400; 0
2016-10-14 00:45:00; 2016-10-14 01:00:00; 2.560000; 2.560000; 12543.779200; 12543.779200; 0
2016-10-14 01:00:00; 2016-10-14 01:15:00; 2.240000; 2.240000; 12543.782400; 12543.782400; 0
2016-10-14 01:15:00; 2016-10-14 01:30:00; 2.400000; 2.400000; 12543.785200; 12543.785200; 0
2016-10-14 01:30:00; 2016-10-14 01:45:00; 2.240000; 2.240000; 12543.788200; 12543.788200; 0
2016-10-14 01:45:00; 2016-10-14 02:00:00; 2.240000; 2.240000; 12543.791000; 12543.791000; 0
2016-10-14 02:00:00; 2016-10-14 02:15:00; 2.400000; 2.400000; 12543.793800; 12543.793800; 0
2016-10-14 02:15:00; 2016-10-14 02:30:00; 2.240000; 2.240000; 12543.796800; 12543.796800; 0
2016-10-14 02:30:00; 2016-10-14 02:45:00; 2.240000; 2.240000; 12543.799600; 12543.799600; 0
2016-10-14 02:45:00; 2016-10-14 03:00:00; 2.400000; 2.400000; 12543.802400; 12543.802400; 0
2016-10-14 03:00:00; 2016-10-14 03:15:00; 2.400000; 2.400000; 12543.805400; 12543.805400; 0
2016-10-14 03:15:00; 2016-10-14 03:30:00; 2.240000; 2.240000; 12543.808400; 12543.808400; 0
2016-10-14 03:30:00; 2016-10-14 03:45:00; 2.240000; 2.240000; 12543.811200; 12543.811200; 0
2016-10-14 03:45:00; 2016-10-14 04:00:00; 2.400000; 2.400000; 12543.814000; 12543.814000; 0
2016-10-14 04:00:00; 2016-10-14 04:15:00; 2.240000; 2.240000; 12543.817000; 12543.817000; 0
2016-10-14 04:15:00; 2016-10-14 04:30:00; 2.400000; 2.400000; 12543.819800; 12543.819800; 0
2016-10-14 04:30:00; 2016-10-14 04:45:00; 2.240000; 2.240000; 12543.822800; 12543.822800; 0
2016-10-14 04:45:00; 2016-10-14 05:00:00; 2.240000; 2.240000; 12543.825600; 12543.825600; 0
2016-10-14 05:00:00; 2016-10-14 05:15:00; 2.400000; 2.400000; 12543.828400; 12543.828400; 0
2016-10-14 05:15:00; 2016-10-14 05:30:00; 2.560000; 2.560000; 12543.831400; 12543.831400; 0
2016-10-14 05:30:00; 2016-10-14 05:45:00; 2.240000; 2.240000; 12543.834600; 12543.834600; 0
2016-10-14 05:45:00; 2016-10-14 06:00:00; 2.400000; 2.400000; 12543.837400; 12543.837400; 0
2016-10-14 06:00:00; 2016-10-14 06:15:00; 2.240000; 2.240000; 12543.840400; 12543.840400; 0
2016-10-14 06:15:00; 2016-10-14 06:30:00; 2.400000; 2.400000; 12543.843200; 12543.843200; 0
2016-10-14 06:30:00; 2016-10-14 06:45:00; 2.240000; 2.240000; 12543.846200; 12543.846200; 0
2016-10-14 06:45:00; 2016-10-14 07:00:00; 2.400000; 2.400000; 12543.849000; 12543.849000; 0
2016-10-14 07:00:00; 2016-10-14 07:15:00; 4.640000; 4.640000; 12543.852000; 12543.852000; 0
2016-10-14 07:15:00; 2016-10-14 07:30:00; 3.200000; 3.200000; 12543.857800; 12543.857800; 0
2016-10-14 07:30:00; 2016-10-14 07:45:00; 3.360000; 3.360000; 12543.861800; 12543.861800; 0
2016-10-14 07:45:00; 2016-10-14 08:00:00; 3.040000; 3.040000; 12543.866000; 12543.866000; 0
2016-10-14 08:00:00; 2016-10-14 08:15:00; 3.040000; 3.040000; 12543.869800; 12543.869800; 0
2016-10-14 08:15:00; 2016-10-14 08:30:00; 2.880000; 2.880000; 12543.873600; 12543.873600; 0
2016-10-14 08:30:00; 2016-10-14 08:45:00; 2.560000; 2.560000; 12543.877200; 12543.877200; 0
2016-10-14 08:45:00; 2016-10-14 09:00:00; 2.240000; 2.240000; 12543.880400; 12543.880400; 0
2016-10-14 09:00:00; 2016-10-14 09:15:00; 1.920000; 1.920000; 12543.883200; 12543.883200; 0
2016-10-14 09:15:00; 2016-10-14 09:30:00; 3.040000; 3.040000; 12543.885600; 12543.885600; 0
2016-10-14 09:30:00; 2016-10-14 09:45:00; 1.920000; 1.920000; 12543.889400; 12543.889400; 0
2016-10-14 09:45:00; 2016-10-14 10:00:00; 2.080000; 2.080000; 12543.891800; 12543.891800; 0
2016-10-14 10:00:00; 2016-10-14 10:15:00; 1.760000; 1.760000; 12543.894400; 12543.894400; 0
2016-10-14 10:15:00; 2016-10-14 10:30:00; 1.920000; 1.920000; 12543.896600; 12543.896600; 0
2016-10-14 10:30:00; 2016-10-14 10:45:00; 2.080000; 2.080000; 12543.899000; 12543.899000; 0
2016-10-14 10:45:00; 2016-10-14 11:00:00; 2.240000; 2.240000; 12543.901600; 12543.901600; 0
2016-10-14 11:00:00; 2016-10-14 11:15:00; 2.080000; 2.080000; 12543.904400; 12543.904400; 0
2016-10-14 11:15:00; 2016-10-14 11:30:00; 2.720000; 2.720000; 12543.907000; 12543.907000; 0
2016-10-14 11:30:00; 2016-10-14 11:45:00; 2.720000; 2.720000; 12543.910400; 12543.910400; 0
2016-10-14 11:45:00; 2016-10-14 12:00:00; 2.720000; 2.720000; 12543.913800; 12543.913800; 0
2016-10-14 12:00:00; 2016-10-14 12:15:00; 2.720000; 2.720000; 12543.917200; 12543.917200; 0
2016-10-14 12:15:00; 2016-10-14 12:30:00; 2.720000; 2.720000; 12543.920600; 12543.920600; 0
2016-10-14 12:30:00; 2016-10-14 12:45:00; 2.720000; 2.720000; 12543.924000; 12543.924000; 0
2016-10-14 12:45:00; 2016-10-14 13:00:00; 2.560000; 2.560000; 12543.927400; 12543.927400; 0
2016-10-14 13:00:00; 2016-10-14 13:15:00; 2.720000; 2.720000; 12543.930600; 12543.930600; 0
2016-10-14 13:15:00; 2016-10-14 13:30:00; 3.040000; 3.040000; 12543.934000; 12543.934000; 0
2016-10-14 13:30:00; 2016-10-14 13:45:00; 2.720000; 2.720000; 12543.937800; 12543.937800; 0
2016-10-14 13:45:00; 2016-10-14 14:00:00; 2.880000; 2.880000; 12543.941200; 12543.941200; 0
2016-10-14 14:00:00; 2016-10-14 14:15:00; 2.400000; 2.400000; 12543.944800; 12543.944800; 0
2016-10-14 14:15:00; 2016-10-14 14:30:00; 1.920000; 1.920000; 12543.947800; 12543.947800; 0
2016-10-14 14:30:00; 2016-10-14 14:45:00; 2.080000; 2.080000; 12543.950200; 12543.950200; 0
2016-10-14 14:45:00; 2016-10-14 15:00:00; 2.080000; 2.080000; 12543.952800; 12543.952800; 0
2016-10-14 15:00:00; 2016-10-14 15:15:00; 2.080000; 2.080000; 12543.955400; 12543.955400; 0
2016-10-14 15:15:00; 2016-10-14 15:30:00; 2.080000; 2.080000; 12543.958000; 12543.958000; 0
2016-10-14 15:30:00; 2016-10-14 15:45:00; 1.920000; 1.920000; 12543.960600; 12543.960600; 0
2016-10-14 15:45:00; 2016-10-14 16:00:00; 2.080000; 2.080000; 12543.963000; 12543.963000; 0
2016-10-14 16:00:00; 2016-10-14 16:15:00; 2.240000; 2.240000; 12543.965600; 12543.965600; 0
2016-10-14 16:15:00; 2016-10-14 16:30:00; 2.560000; 2.560000; 12543.968400; 12543.968400; 0
2016-10-14 16:30:00; 2016-10-14 16:45:00; 2.880000; 2.880000; 12543.971600; 12543.971600; 0
2016-10-14 16:45:00; 2016-10-14 17:00:00; 2.560000; 2.560000; 12543.975200; 12543.975200; 0
2016-10-14 17:00:00; 2016-10-14 17:15:00; 2.720000; 2.720000; 12543.978400; 12543.978400; 0
2016-10-14 17:15:00; 2016-10-14 17:30:00; 2.560000; 2.560000; 12543.981800; 12543.981800; 0
2016-10-14 17:30:00; 2016-10-14 17:45:00; 2.720000; 2.720000; 12543.985000; 12543.985000; 0
2016-10-14 17:45:00; 2016-10-14 18:00:00; 2.560000; 2.560000; 12543.988400; 12543.988400; 0
2016-10-14 18:00:00; 2016-10-14 18:15:00; 2.240000; 2.240000; 12543.991600; 12543.991600; 0
2016-10-14 18:15:00; 2016-10-14 18:30:00; 2.080000; 2.080000; 12543.994400; 12543.994400; 0
2016-10-14 18:30:00; 2016-10-14 18:45:00; 2.240000; 2.240000; 12543.997000; 12543.997000; 0
2016-10-14 18:45:00; 2016-10-14 19:00:00; 2.240000; 2.240000; 12543.999800; 12543.999800; 0
2016-10-14 19:00:00; 2016-10-14 19:15:00; 2.400000; 2.400000; 12544.002600; 12544.002600; 0
2016-10-14 19:15:00; 2016-10-14 19:30:00; 2.240000; 2.240000; 12544.005600; 12544.005600; 0
2016-10-14 19:30:00; 2016-10-14 19:45:00; 2.400000; 2.400000; 12544.008400; 12544.008400; 0
2016-10-14 19:45:00; 2016-10-14 20:00:00; 2.240000; 2.240000; 12544.011400; 12544.011400; 0
2016-10-14 20:00:00; 2016-10-14 20:15:00; 2.400000; 2.400000; 12544.014200; 12544.014200; 0
2016-10-14 20:15:00; 2016-10-14 20:30:00; 2.240000; 2.240000; 12544.017200; 12544.017200; 0
2016-10-14 20:30:00; 2016-10-14 20:45:00; 2.400000; 2.400000; 12544.020000; 12544.020000; 0
2016-10-14 20:45:00; 2016-10-14 21:00:00; 2.240000; 2.240000; 12544.023000; 12544.023000; 0
2016-10-14 21:00:00; 2016-10-14 21:15:00; 2.400000; 2.400000; 12544.025800; 12544.025800; 0
2016-10-14 21:15:00; 2016-10-14 21:30:00; 2.240000; 2.240000; 12544.028800; 12544.028800; 0
2016-10-14 21:30:00; 2016-10-14 21:45:00; 2.400000; 2.400000; 12544.031600; 12544.031600; 0
2016-10-14 21:45:00; 2016-10-14 22:00:00; 2.400000; 2.400000; 12544.034600; 12544.034600; 0
2016-10-14 22:00:00; 2016-10-14 22:15:00; 2.240000; 2.240000; 12544.037600; 12544.037600; 0
2016-10-14 22:15:00; 2016-10-14 22:30:00; 2.400000; 2.400000; 12544.040400; 12544.040400; 0
2016-10-14 22:30:00; 2016-10-14 22:45:00; 2.400000; 2.400000; 12544.043400; 12544.043400; 0
2016-10-14 22:45:00; 2016-10-14 23:00:00; 2.400000; 2.400000; 12544.046400; 12544.046400; 0
2016-10-14 23:00:00; 2016-10-14 23:15:00; 2.240000; 2.240000; 12544.049400; 12544.049400; 0
2016-10-14 23:15:00; 2016-10-14 23:30:00; 2.400000; 2.400000; 12544.052200; 12544.052200; 0
2016-10-14 23:30:00; 2016-10-14 23:45:00; 2.400000; 2.400000; 12544.055200; 12544.055200; 0
2016-10-14 23:45:00; 2016-10-15 00:00:00; 2.240000; 2.240000; 12544.058200; 12544.058200; 0
2016-10-15 00:00:00; 2016-10-15 00:15:00; 2.400000; 2.400000; 12544.061000; 12544.061000; 0
2016-10-15 00:15:00; 2016-10-15 00:30:00; 2.240000; 2.240000; 12544.064000; 12544.064000; 0
2016-10-15 00:30:00; 2016-10-15 00:45:00; 2.400000; 2.400000; 12544.066800; 12544.066800; 0
2016-10-15 00:45:00; 2016-10-15 01:00:00; 2.400000; 2.400000; 12544.069800; 12544.069800; 0
2016-10-15 01:00:00; 2016-10-15 01:15:00; 2.720000; 2.720000; 12544.072800; 12544.072800; 0
2016-10-15 01:15:00; 2016-10-15 01:30:00; 2.880000; 2.880000; 12544.076200; 12544.076200; 0
2016-10-15 01:30:00; 2016-10-15 01:45:00; 2.720000; 2.720000; 12544.079800; 12544.079800; 0
2016-10-15 01:45:00; 2016-10-15 02:00:00; 2.720000; 2.720000; 12544.083200; 12544.083200; 0
2016-10-15 02:00:00; 2016-10-15 02:15:00; 2.560000; 2.560000; 12544.086600; 12544.086600; 0
2016-10-15 02:15:00; 2016-10-15 02:30:00; 2.720000; 2.720000; 12544.089800; 12544.089800; 0
2016-10-15 02:30:00; 2016-10-15 02:45:00; 2.720000; 2.720000; 12544.093200; 12544.093200; 0
2016-10-15 02:45:00; 2016-10-15 03:00:00; 2.720000; 2.720000; 12544.096600; 12544.096600; 0
2016-10-15 03:00:00; 2016-10-15 03:15:00; 2.880000; 2.880000; 12544.100000; 12544.100000; 0
2016-10-15 03:15:00; 2016-10-15 03:30:00; 2.720000; 2.720000; 12544.103600; 12544.103600; 0
2016-10-15 03:30:00; 2016-10-15 03:45:00; 2.560000; 2.560000; 12544.107000; 12544.107000; 0
2016-10-15 03:45:00; 2016-10-15 04:00:00; 2.720000; 2.720000; 12544.110200; 12544.110200; 0
2016-10-15 04:00:00; 2016-10-15 04:15:00; 2.720000; 2.720000; 12544.113600; 12544.113600; 0
2016-10-15 04:15:00; 2016-10-15 04:30:00; 2.720000; 2.720000; 12544.117000; 12544.117000; 0
2016-10-15 04:30:00; 2016-10-15 04:45:00; 2.720000; 2.720000; 12544.120400; 12544.120400; 0
2016-10-15 04:45:00; 2016-10-15 05:00:00; 2.720000; 2.720000; 12544.123800; 12544.123800; 0
2016-10-15 05:00:00; 2016-10-15 05:15:00; 2.720000; 2.720000; 12544.127200; 12544.127200; 0
2016-10-15 05:15:00; 2016-10-15 05:30:00; 2.880000; 2.880000; 12544.130600; 12544.130600; 0
2016-10-15 05:30:00; 2016-10-15 05:45:00; 2.560000; 2.560000; 12544.134200; 12544.134200; 0
2016-10-15 05:45:00; 2016-10-15 06:00:00; 2.720000; 2.720000; 12544.137400; 12544.137400; 0
2016-10-15 06:00:00; 2016-10-15 06:15:00; 2.560000; 2.560000; 12544.140800; 12544.140800; 0
2016-10-15 06:15:00; 2016-10-15 06:30:00; 2.400000; 2.400000; 12544.144000; 12544.144000; 0
2016-10-15 06:30:00; 2016-10-15 06:45:00; 2.400000; 2.400000; 12544.147000; 12544.147000; 0
2016-10-15 06:45:00; 2016-10-15 07:00:00; 2.400000; 2.400000; 12544.150000; 12544.150000; 0
2016-10-15 07:00:00; 2016-10-15 07:15:00; 2.560000; 2.560000; 12544.153000; 12544.153000; 0
2016-10-15 07:15:00; 2016-10-15 07:30:00; 2.080000; 2.080000; 12544.156200; 12544.156200; 0
2016-10-15 07:30:00; 2016-10-15 07:45:00; 2.400000; 2.400000; 12544.158800; 12544.158800; 0
2016-10-15 07:45:00; 2016-10-15 08:00:00; 2.240000; 2.240000; 12544.161800; 12544.161800; 0
2016-10-15 08:00:00; 2016-10-15 08:15:00; 2.240000; 2.240000; 12544.164600; 12544.164600; 0
2016-10-15 08:15:00; 2016-10-15 08:30:00; 2.400000; 2.400000; 12544.167400; 12544.167400; 0
2016-10-15 08:30:00; 2016-10-15 08:45:00; 2.240000; 2.240000; 12544.170400; 12544.170400; 0
2016-10-15 08:45:00; 2016-10-15 09:00:00; 2.240000; 2.240000; 12544.173200; 12544.173200; 0
2016-10-15 09:00:00; 2016-10-15 09:15:00; 2.080000; 2.080000; 12544.176000; 12544.176000; 0
2016-10-15 09:15:00; 2016-10-15 09:30:00; 2.240000; 2.240000; 12544.178600; 12544.178600; 0
2016-10-15 09:30:00; 2016-10-15 09:45:00; 2.080000; 2.080000; 12544.181400; 12544.181400; 0
2016-10-15 09:45:00; 2016-10-15 10:00:00; 2.400000; 2.400000; 12544.184000; 12544.184000; 0
2016-10-15 10:00:00; 2016-10-15 10:15:00; 2.400000; 2.400000; 12544.187000; 12544.187000; 0
2016-10-15 10:15:00; 2016-10-15 10:30:00; 2.240000; 2.240000; 12544.190000; 12544.190000; 0
2016-10-15 10:30:00; 2016-10-15 10:45:00; 2.080000; 2.080000; 12544.192800; 12544.192800; 0
2016-10-15 10:45:00; 2016-10-15 11:00:00; 2.240000; 2.240000; 12544.195400; 12544.195400; 0
2016-10-15 11:00:00; 2016-10-15 11:15:00; 2.080000; 2.080000; 12544.198200; 12544.198200; 0
2016-10-15 11:15:00; 2016-10-15 11:30:00; 2.080000; 2.080000; 12544.200800; 12544.200800; 0
2016-10-15 11:30:00; 2016-10-15 11:45:00; 2.240000; 2.240000; 12544.203400; 12544.203400; 0
2016-10-15 11:45:00; 2016-10-15 12:00:00; 2.240000; 2.240000; 12544.206200; 12544.206200; 0
2016-10-15 12:00:00; 2016-10-15 12:15:00; 2.240000; 2.240000; 12544.209000; 12544.209000; 0
2016-10-15 12:15:00; 2016-10-15 12:30:00; 2.240000; 2.240000; 12544.211800; 12544.211800; 0
2016-10-15 12:30:00; 2016-10-15 12:45:00; 2.240000; 2.240000; 12544.214600; 12544.214600; 0
2016-10-15 12:45:00; 2016-10-15 13:00:00; 2.080000; 2.080000; 12544.217400; 12544.217400; 0
2016-10-15 13:00:00; 2016-10-15 13:15:00; 2.240000; 2.240000; 12544.220000; 12544.220000; 0
2016-10-15 13:15:00; 2016-10-15 13:30:00; 2.080000; 2.080000; 12544.222800; 12544.222800; 0
2016-10-15 13:30:00; 2016-10-15 13:45:00; 2.080000; 2.080000; 12544.225400; 12544.225400; 0
2016-10-15 13:45:00; 2016-10-15 14:00:00; 2.240000; 2.240000; 12544.228000; 12544.228000; 0
2016-10-15 14:00:00; 2016-10-15 14:15:00; 2.080000; 2.080000; 12544.230800; 12544.230800; 0
2016-10-15 14:15:00; 2016-10-15 14:30:00; 2.240000; 2.240000; 12544.233400; 12544.233400; 0
2016-10-15 14:30:00; 2016-10-15 14:45:00; 2.240000; 2.240000; 12544.236200; 12544.236200; 0
2016-10-15 14:45:00; 2016-10-15 15:00:00; 2.080000; 2.080000; 12544.239000; 12544.239000; 0
2016-10-15 15:00:00; 2016-10-15 15:15:00; 2.240000; 2.240000; 12544.241600; 12544.241600; 0
2016-10-15 15:15:00; 2016-10-15 15:30:00; 2.080000; 2.080000; 12544.244400; 12544.244400; 0
2016-10-15 15:30:00; 2016-10-15 15:45:00; 2.080000; 2.080000; 12544.247000; 12544.247000; 0
2016-10-15 15:45:00; 2016-10-15 16:00:00; 2.240000; 2.240000; 12544.249600; 12544.249600; 0
2016-10-15 16:00:00; 2016-10-15 16:15:00; 2.720000; 2.720000; 12544.252400; 12544.252400; 0
2016-10-15 16:15:00; 2016-10-15 16:30:00; 2.400000; 2.400000; 12544.255800; 12544.255800; 0
2016-10-15 16:30:00; 2016-10-15 16:45:00; 2.560000; 2.560000; 12544.258800; 12544.258800; 0
2016-10-15 16:45:00; 2016-10-15 17:00:00; 2.400000; 2.400000; 12544.262000; 12544.262000; 0
2016-10-15 17:00:00; 2016-10-15 17:15:00; 2.080000; 2.080000; 12544.265000; 12544.265000; 0
2016-10-15 17:15:00; 2016-10-15 17:30:00; 2.240000; 2.240000; 12544.267600; 12544.267600; 0
2016-10-15 17:30:00; 2016-10-15 17:45:00; 2.080000; 2.080000; 12544.270400; 12544.270400; 0
2016-10-15 17:45:00; 2016-10-15 18:00:00; 2.080000; 2.080000; 12544.273000; 12544.273000; 0
2016-10-15 18:00:00; 2016-10-15 18:15:00; 2.240000; 2.240000; 12544.275600; 12544.275600; 0
2016-10-15 18:15:00; 2016-10-15 18:30:00; 2.080000; 2.080000; 12544.278400; 12544.278400; 0
2016-10-15 18:30:00; 2016-10-15 18:45:00; 2.240000; 2.240000; 12544.281000; 12544.281000; 0
2016-10-15 18:45:00; 2016-10-15 19:00:00; 2.240000; 2.240000; 12544.283800; 12544.283800; 0
2016-10-15 19:00:00; 2016-10-15 19:15:00; 2.560000; 2.560000; 12544.286600; 12544.286600; 0
2016-10-15 19:15:00; 2016-10-15 19:30:00; 2.240000; 2.240000; 12544.289800; 12544.289800; 0
2016-10-15 19:30:00; 2016-10-15 19:45:00; 2.240000; 2.240000; 12544.292600; 12544.292600; 0
2016-10-15 19:45:00; 2016-10-15 20:00:00; 2.400000; 2.400000; 12544.295400; 12544.295400; 0
2016-10-15 20:00:00; 2016-10-15 20:15:00; 2.240000; 2.240000; 12544.298400; 12544.298400; 0
2016-10-15 20:15:00; 2016-10-15 20:30:00; 2.240000; 2.240000; 12544.301200; 12544.301200; 0
2016-10-15 20:30:00; 2016-10-15 20:45:00; 2.400000; 2.400000; 12544.304000; 12544.304000; 0
2016-10-15 20:45:00; 2016-10-15 21:00:00; 2.240000; 2.240000; 12544.307000; 12544.307000; 0
2016-10-15 21:00:00; 2016-10-15 21:15:00; 2.240000; 2.240000; 12544.309800; 12544.309800; 0
2016-10-15 21:15:00; 2016-10-15 21:30:00; 2.560000; 2.560000; 12544.312600; 12544.312600; 0
2016-10-15 21:30:00; 2016-10-15 21:45:00; 2.240000; 2.240000; 12544.315800; 12544.315800; 0
2016-10-15 21:45:00; 2016-10-15 22:00:00; 2.240000; 2.240000; 12544.318600; 12544.318600; 0
2016-10-15 22:00:00; 2016-10-15 22:15:00; 2.400000; 2.400000; 12544.321400; 12544.321400; 0
2016-10-15 22:15:00; 2016-10-15 22:30:00; 2.400000; 2.400000; 12544.324400; 12544.324400; 0
2016-10-15 22:30:00; 2016-10-15 22:45:00; 2.240000; 2.240000; 12544.327400; 12544.327400; 0
2016-10-15 22:45:00; 2016-10-15 23:00:00; 2.400000; 2.400000; 12544.330200; 12544.330200; 0
2016-10-15 23:00:00; 2016-10-15 23:15:00; 2.240000; 2.240000; 12544.333200; 12544.333200; 0
2016-10-15 23:15:00; 2016-10-15 23:30:00; 2.240000; 2.240000; 12544.336000; 12544.336000; 0
2016-10-15 23:30:00; 2016-10-15 23:45:00; 2.560000; 2.560000; 12544.338800; 12544.338800; 0
2016-10-15 23:45:00; 2016-10-16 00:00:00; 2.240000; 2.240000; 12544.342000; 12544.342000; 0
2016-10-16 00:00:00; 2016-10-16 00:15:00; 2.400000; 2.400000; 12544.344800; 12544.344800; 0
2016-10-16 00:15:00; 2016-10-16 00:30:00; 2.240000; 2.240000; 12544.347800; 12544.347800; 0
2016-10-16 00:30:00; 2016-10-16 00:45:00; 2.400000; 2.400000; 12544.350600; 12544.350600; 0
2016-10-16 00:45:00; 2016-10-16 01:00:00; 2.400000; 2.400000; 12544.353600; 12544.353600; 0
2016-10-16 01:00:00; 2016-10-16 01:15:00; 2.400000; 2.400000; 12544.356600; 12544.356600; 0
2016-10-16 01:15:00; 2016-10-16 01:30:00; 2.400000; 2.400000; 12544.359600; 12544.359600; 0
2016-10-16 01:30:00; 2016-10-16 01:45:00; 2.400000; 2.400000; 12544.362600; 12544.362600; 0
2016-10-16 01:45:00; 2016-10-16 02:00:00; 2.240000; 2.240000; 12544.365600; 12544.365600; 0
2016-10-16 02:00:00; 2016-10-16 02:15:00; 2.400000; 2.400000; 12544.368400; 12544.368400; 0
2016-10-16 02:15:00; 2016-10-16 02:30:00; 2.240000; 2.240000; 12544.371400; 12544.371400; 0
2016-10-16 02:30:00; 2016-10-16 02:45:00; 2.240000; 2.240000; 12544.374200; 12544.374200; 0
2016-10-16 02:45:00; 2016-10-16 03:00:00; 2.400000; 2.400000; 12544.377000; 12544.377000; 0
2016-10-16 03:00:00; 2016-10-16 03:15:00; 2.560000; 2.560000; 12544.380000; 12544.380000; 0
2016-10-16 03:15:00; 2016-10-16 03:30:00; 2.240000; 2.240000; 12544.383200; 12544.383200; 0
2016-10-16 03:30:00; 2016-10-16 03:45:00; 2.400000; 2.400000; 12544.386000; 12544.386000; 0
2016-10-16 03:45:00; 2016-10-16 04:00:00; 2.400000; 2.400000; 12544.389000; 12544.389000; 0
2016-10-16 04:00:00; 2016-10-16 04:15:00; 2.400000; 2.400000; 12544.392000; 12544.392000; 0
2016-10-16 04:15:00; 2016-10-16 04:30:00; 2.240000; 2.240000; 12544.395000; 12544.395000; 0
2016-10-16 04:30:00; 2016-10-16 04:45:00; 2.400000; 2.400000; 12544.397800; 12544.397800; 0
2016-10-16 04:45:00; 2016-10-16 05:00:00; 2.240000; 2.240000; 12544.400800; 12544.400800; 0
2016-10-16 05:00:00; 2016-10-16 05:15:00; 2.400000; 2.400000; 12544.403600; 12544.403600; 0
2016-10-16 05:15:00; 2016-10-16 05:30:00; 2.400000; 2.400000; 12544.406600; 12544.406600; 0
2016-10-16 05:30:00; 2016-10-16 05:45:00; 2.400000; 2.400000; 12544.409600; 12544.409600; 0
2016-10-16 05:45:00; 2016-10-16 06:00:00; 2.400000; 2.400000; 12544.412600; 12544.412600; 0
2016-10-16 06:00:00; 2016-10-16 06:15:00; 2.240000; 2.240000; 12544.415600; 12544.415600; 0
2016-10-16 06:15:00; 2016-10-16 06:30:00; 2.400000; 2.400000; 12544.418400; 12544.418400; 0
2016-10-16 06:30:00; 2016-10-16 06:45:00; 2.400000; 2.400000; 12544.421400; 12544.421400; 0
2016-10-16 06:45:00; 2016-10-16 07:00:00; 2.720000; 2.720000; 12544.424400; 12544.424400; 0
2016-10-16 07:00:00; 2016-10-16 07:15:00; 3.520000; 3.520000; 12544.427800; 12544.427800; 0
2016-10-16 07:15:00; 2016-10-16 07:30:00; 3.360000; 3.360000; 12544.432200; 12544.432200; 0
2016-10-16 07:30:00; 2016-10-16 07:45:00; 3.680000; 3.680000; 12544.436400; 12544.436400; 0
2016-10-16 07:45:00; 2016-10-16 08:00:00; 2.400000; 2.400000; 12544.441000; 12544.441000; 0
